node attribute,position,V point,V wave,video index
-1.0,738.40405£¬354.49884,-43.5£¬25.114,20.404053£¬-2.5011597,46
-1.0,504.38672£¬712.7229,2.0£¬39.836,-30.613281£¬-27.2771,46
-1.0,751.067£¬341.81598,0.5£¬21.65,9.067017£¬-17.184021,46
1.0,1018.9729£¬432.05438,18.0£¬29.444000000000003,47.9729£¬13.054382,46
-1.0,984.66656£¬403.9022,31.5£¬52.826,-141.13446£¬-151.6677,47
-1.0,490.81525£¬330.34567,27.0£¬57.156,-75.493774£¬-107.35013,47
-1.0,757.0358£¬-78.40254,-1.0£¬38.104,-52.66162£¬-78.25334,47
-1.0,887.45465£¬274.41718,8.0£¬20.784,-11.492432£¬-167.80246,47
-1.0,95.30176£¬161.24515,1.5£¬21.650000000000002,89.71144£¬-173.1966,47
-1.0,295.14304£¬272.72348,9.5£¬14.722,-113.6817£¬-124.9086,47
-1.0,577.1521£¬-124.27585,-22.5£¬52.826,75.305695£¬-35.2222,47
-1.0,1229.5848£¬156.56485,-5.5£¬16.454,163.63928£¬-101.853485,47
-1.0,299.43405£¬-140.80118,38.5£¬12.99,-13.140808£¬-25.2276,47
-1.0,1281.2301£¬189.27779,-2.5£¬12.99,184.20349£¬-184.09218,47
1.0,-41.410156£¬112.61044,5.5£¬4.33,69.38266£¬24.339813,47
-1.0,218.75142£¬195.31851,9.5£¬19.918,-221.1151£¬-262.47247,47
-1.0,1245.9147£¬-68.93727,-34.5£¬12.989999999999998,279.1753£¬-153.38483,47
-1.0,796.758£¬-18.673515,-2.0£¬17.32,12.788818£¬-241.59921,47
-1.0,1015.45917£¬359.3248,11.0£¬32.908,-170.42596£¬-196.08542,47
-1.0,840.5398£¬25.007578,-2.5£¬23.382,12.210083£¬-155.55759,47
-1.0,1066.4429£¬162.49539,-8.0£¬6.927999999999999,20.115356£¬-178.24203,47
1.0,-45.262512£¬132.16881,5.5£¬7.7940000000000005,65.89023£¬23.024597,47
1.0,938.4166£¬371.59088,46.0£¬12.124,141.89264£¬-76.117065,47
-1.0,875.44586£¬275.74448,1.5£¬21.650000000000002,11.931335£¬-197.50491,47
-1.0,704.9481£¬2.4568977,32.0£¬22.516000000000002,-50.238953£¬-76.72092,47
-1.0,1191.9047£¬297.61923,7.0£¬29.444000000000003,78.18872£¬-214.0386,47
-1.0,757.96564£¬61.110725,16.0£¬24.248,3.8062134£¬-26.206451,47
1.0,216.30057£¬251.72758,20.5£¬19.918,171.65273£¬-1.357727,47
-1.0,496.11005£¬41.18734,-2.0£¬12.124,-94.979126£¬-151.46701,47
1.0,989.6286£¬674.2512,48.0£¬53.692,100.56073£¬67.15961,47
-1.0,32.969227£¬232.39362,12.5£¬19.918,-140.87738£¬-44.046906,47
-1.0,873.48486£¬24.329927,8.5£¬18.186,-26.939331£¬-158.3219,47
-1.0,1010.5606£¬494.15146,51.5£¬63.218,-30.82428£¬-124.90512,47
-1.0,925.79504£¬387.62524,15.0£¬38.104,44.744446£¬-131.48132,47
1.0,1277.8232£¬648.3956,3.0£¬41.568,22.361938£¬66.05267,47
1.0,348.33984£¬276.183,-4.0£¬-20.784,-142.17984£¬-156.94806,47
-1.0,-52.84845£¬323.19556,17.5£¬21.65,-223.16798£¬-31.718445,47
-1.0,1234.8279£¬659.877,6.0£¬1.732,-34.446533£¬-7.3306885,47
-1.0,967.1937£¬194.22092,-1.5£¬37.238,81.90607£¬-159.93582,47
1.0,1248.3914£¬535.23834,77.0£¬71.012,132.98291£¬31.051117,47
-1.0,957.8017£¬442.7013,5.0£¬43.3,-40.3067£¬-63.358368,47
-1.0,1044.2073£¬294.09906,1.5£¬18.186,-27.132935£¬-98.978455,47
-1.0,1165.2693£¬476.63687,58.5£¬6.062,-33.639404£¬23.537506,47
-1.0,986.7358£¬177.40924,-3.0£¬25.98,51.366455£¬-173.11722,47
1.0,925.12396£¬378.7647,0.5£¬-0.866,47.099976£¬-136.11401,47
-1.0,699.9737£¬0.92401505,27.0£¬34.64,-55.04767£¬-75.29529,47
1.0,142.8469£¬546.79065,14.5£¬30.31,6.653427£¬41.52652,47
1.0,1270.8699£¬741.4579,-9.0£¬19.052,-10.738647£¬45.875366,47
-1.0,1005.6305£¬363.8844,17.0£¬32.908,-160.25037£¬-219.0102,47
1.0,1096.914£¬478.36975,60.5£¬9.526,152.68994£¬-90.15985,47
1.0,1312.0133£¬761.3252,0.0£¬15.588,155.58545£¬152.89014,47
1.0,852.7577£¬173.85289,-9.5£¬9.526,-115.16406£¬169.75598,47
-1.0,1095.1265£¬344.37268,10.5£¬35.506,-71.2843£¬-223.42896,47
-1.0,455.0589£¬98.32641,12.5£¬6.062,-126.19397£¬-111.163506,47
-1.0,1009.32764£¬129.46658,-7.5£¬33.774,50.92462£¬-139.46225,47
1.0,1293.0128£¬736.09827,-8.5£¬45.897999999999996,26.506226£¬49.65503,47
-1.0,553.2394£¬125.84177,35.0£¬34.64,-60.35132£¬-121.658646,47
-1.0,1133.34£¬486.3546,37.0£¬22.516,-53.744873£¬-122.902954,47
1.0,871.0332£¬110.46058,-15.0£¬5.196,-77.10211£¬59.912292,47
-1.0,1206.0177£¬527.25366,87.5£¬6.061999999999999,-42.69861£¬-28.798218,47
-1.0,626.78076£¬353.14386,1.5£¬75.342,-7.963867£¬-133.74417,47
-1.0,1032.9843£¬343.41162,3.0£¬41.568,-174.68091£¬-176.33453,47
-1.0,152.87093£¬223.74722,15.0£¬24.248,-256.28168£¬-176.89374,47
-1.0,1283.5315£¬339.9289,41.5£¬28.578,-69.06348£¬-21.049377,47
-1.0,370.0874£¬288.70206,30.5£¬35.506,-108.37381£¬-145.6052,47
1.0,494.91464£¬76.679214,-0.5£¬-0.866,-107.68057£¬-239.8856,47
-1.0,889.4011£¬699.299,-2.5£¬-2.598,83.11688£¬66.618164,47
1.0,950.9878£¬706.3823,55.5£¬40.702,89.3963£¬105.10602,47
-1.0,1088.7483£¬440.6228,60.0£¬8.66,-60.519165£¬-20.16632,47
1.0,860.7934£¬745.3392,24.0£¬32.908,-6.2504883£¬68.1145,47
1.0,966.45746£¬775.3009,6.0£¬34.64,101.50415£¬162.7362,47
-1.0,1222.3427£¬271.4569,3.0£¬17.32,4.155884£¬-273.7317,47
-1.0,501.3215£¬139.5985,37.0£¬22.516000000000002,-103.05832£¬-191.25047,47
1.0,860.5189£¬584.0578,34.5£¬75.342,192.15295£¬69.449036,47
-1.0,1398.4164£¬332.39746,-6.5£¬12.99,29.462036£¬-35.48831,47
-1.0,760.06384£¬246.09401,-1.5£¬6.062,-32.143127£¬-95.56819,47
-1.0,1202.3047£¬310.76532,39.5£¬40.702,4.9260254£¬-239.23065,47
1.0,980.2696£¬637.5782,45.5£¬44.166,86.06323£¬53.555237,47
-1.0,1070.16£¬474.77008,63.5£¬25.114,-97.848755£¬6.0185547,47
-1.0,485.73257£¬344.83243,19.0£¬51.96,-76.80936£¬-105.18216,47
-1.0,1399.1989£¬333.09772,-127.5£¬220.82999999999998,30.154297£¬-34.39322,47
-1.0,1364.4526£¬384.68674,8.0£¬34.64,-13.547363£¬-96.31326,47
-1.0,719.8685£¬269.76846,2.0£¬36.372,-4.1314697£¬-101.23154,47
-1.0,515.31195£¬592.7196,-11.5£¬49.362,0.31195068£¬-148.2804,47
-1.0,509.2018£¬614.49164,-5.0£¬76.208,-0.79818726£¬-131.50836,47
-1.0,498.92004£¬102.84885,22.5£¬30.31,-81.079956£¬-141.15115,47
1.0,672.2656£¬629.4736,-24.0£¬39.836,-26.734375£¬28.473572,47
-1.0,-13.934813£¬484.8447,6.5£¬11.258000000000001,-66.934814£¬-54.155304,47
-1.0,-32.0635£¬482.73984,19.0£¬74.476,-107.0635£¬-64.26016,47
-1.0,323.7815£¬457.76468,41.5£¬14.722,-134.2185£¬-23.235321,47
-1.0,1151.4954£¬159.76416,-2.0£¬25.98,65.49536£¬-206.23584,47
-1.0,392.29074£¬649.97473,5.5£¬66.682,-91.70926£¬-102.02527,47
-1.0,719.0916£¬272.22668,4.0£¬36.372,-6.908386£¬-74.773315,47
-1.0,703.7684£¬270.60217,-4.0£¬27.712,-14.231628£¬-86.39783,47
-1.0,711.5122£¬258.1059,-7.5£¬18.186,-30.487793£¬-100.894104,47
-1.0,1053.6285£¬317.1648,0.0£¬8.66,82.62854£¬-101.835205,47
-1.0,997.67426£¬454.6879,55.5£¬25.114,-149.54913£¬-56.873383,48
-1.0,535.5398£¬393.86316,42.5£¬21.65,-78.852295£¬-18.4169,48
-1.0,754.12964£¬-107.84898,23.0£¬45.032000000000004,-21.873047£¬-30.742447,48
1.0,1017.56116£¬384.34256,3.0£¬0.0,129.31073£¬-54.779266,48
1.0,-92.436615£¬-12.780884,-65.5£¬92.662,-0.56918335£¬52.513,48
-1.0,326.49677£¬277.75464,31.0£¬3.464,-110.28076£¬-126.12875,48
1.0,1156.9133£¬250.09581,9.0£¬-3.464,92.74829£¬-77.6183,48
-1.0,1050.1766£¬469.21155,50.5£¬38.97,-49.247314£¬-85.556946,48
1.0,1210.1259£¬292.854,19.0£¬0.0,117.772705£¬-96.47858,48
1.0,858.27875£¬64.702774,7.0£¬-13.856,0.5737915£¬-71.21068,48
-1.0,271.37836£¬259.83383,2.0£¬24.248,-173.51208£¬-160.09396,48
-1.0,1059.8298£¬448.02286,52.0£¬29.444,-38.5542£¬-91.93082,48
-1.0,830.2317£¬340.30685,12.0£¬10.392,-66.47101£¬-94.813324,48
1.0,1061.3381£¬169.11156,-19.0£¬-57.156,16.757812£¬-172.70741,48
1.0,1013.2068£¬442.8793,79.5£¬7.794,71.85132£¬-39.389038,48
-1.0,-72.062164£¬115.1055,0.5£¬0.866,-18.570496£¬-10.332123,48
1.0,941.282£¬405.42108,14.0£¬1.7320000000000002,153.69312£¬-32.824127,48
1.0,959.95£¬310.41818,-6.0£¬-34.64,94.26233£¬-141.82874,48
-1.0,1011.294£¬289.11734,-6.5£¬16.454,1.6095581£¬-95.21591,48
-1.0,718.6729£¬-60.815125,12.5£¬16.454,-4.456665£¬-57.48253,48
1.0,489.21063£¬80.458374,-1.0£¬0.0,-146.5617£¬-139.83313,48
-1.0,1027.2316£¬-22.84481,-18.5£¬-14.722000000000001,42.118347£¬-4.6335144,48
-1.0,1207.6086£¬345.41528,22.0£¬10.392,-36.438354£¬-94.44452,48
-1.0,205.46153£¬123.64267,2.0£¬24.248,-28.238342£¬-33.530075,48
-1.0,753.45886£¬43.06042,21.0£¬48.496,-30.59784£¬-26.611515,48
-1.0,232.04678£¬327.55524,-8.0£¬1.7319999999999993,239.2599£¬65.33301,48
-1.0,504.69543£¬42.432205,4.0£¬31.176000000000002,-95.980896£¬-173.48926,48
-1.0,1046.9009£¬405.92505,35.0£¬15.588,-126.75452£¬-71.75061,48
-1.0,42.655876£¬255.7618,22.5£¬4.33,-154.31412£¬-32.109543,48
-1.0,956.3097£¬485.20898,52.5£¬56.29,-59.776917£¬-90.32019,48
-1.0,836.78235£¬-115.85599,36.5£¬73.61,16.280762£¬-213.0578,48
1.0,46.90204£¬282.95734,-11.5£¬-4.33,-46.16886£¬-40.591797,48
1.0,1289.9978£¬631.5154,48.5£¬26.846,54.65039£¬65.08417,48
1.0,661.41925£¬106.10648,-4.5£¬-26.846,-59.055115£¬-80.37084,48
1.0,91.28327£¬130.69968,-28.5£¬7.7940000000000005,-176.94705£¬-102.09119,48
-1.0,101.17194£¬255.28651,-15.5£¬0.8659999999999997,122.182434£¬-5.8078156,48
-1.0,1133.823£¬652.11804,74.0£¬-3.464,-163.2456£¬3.845337,48
-1.0,1222.0344£¬456.1407,58.0£¬96.992,-4.3842773£¬-65.14435,48
-1.0,989.75775£¬451.02823,65.5£¬38.97,-67.48151£¬-100.65488,48
-1.0,111.23623£¬620.33704,-21.5£¬9.526000000000002,67.15337£¬-39.931274,48
1.0,1046.3688£¬317.34885,14.5£¬-14.722,2.4675293£¬-89.00839,48
1.0,216.05998£¬244.99643,-2.0£¬-1.732,-35.30342£¬-65.982605,48
1.0,132.13702£¬673.88104,10.5£¬-21.65,17.75808£¬-21.48352,48
-1.0,1133.0571£¬499.53268,107.0£¬-1.732,-56.77307£¬-13.483368,48
1.0,1098.3809£¬279.78665,7.0£¬-6.928,95.10608£¬-72.569305,48
-1.0,1103.9318£¬421.2072,117.0£¬-1.7319999999999998,-100.877686£¬-64.20953,48
-1.0,154.80052£¬518.1946,-12.0£¬17.32,42.822067£¬-55.931763,48
-1.0,148.06624£¬491.60648,-1.0£¬12.124,2.5858765£¬-18.161896,48
-1.0,1235.2501£¬737.32025,34.0£¬3.4639999999999995,-94.841675£¬70.57178,48
1.0,1022.2726£¬-57.914238,49.5£¬6.061999999999999,72.47986£¬-18.438599,48
1.0,868.56104£¬-20.049786,26.0£¬-19.052,34.086792£¬1.6430893,48
1.0,1331.5056£¬557.613,55.5£¬2.598,24.094238£¬-10.229736,48
-1.0,1049.8827£¬415.3597,53.5£¬7.794,-88.260864£¬-83.483185,48
1.0,869.7368£¬97.631516,-13.0£¬8.66,-86.34125£¬142.2167,48
-1.0,899.1048£¬146.15152,-13.5£¬-28.578,57.857605£¬121.90425,48
-1.0,1049.1349£¬395.35672,27.5£¬23.381999999999998,-86.02466£¬-53.70758,48
1.0,1283.1061£¬713.047,5.0£¬51.96,1.1063232£¬77.03577,48
-1.0,1098.3827£¬520.86816,61.0£¬36.372,-45.04651£¬-59.615845,48
-1.0,1168.9338£¬513.8549,36.0£¬19.052,-43.5282£¬-21.047668,48
1.0,96.49179£¬324.4484,-11.5£¬4.330000000000001,-276.99176£¬-80.90878,48
1.0,494.64954£¬77.74982,-1.0£¬0.0,-141.12488£¬-136.94896,48
1.0,892.3299£¬640.4966,50.5£¬9.526,30.996582£¬39.93329,48
-1.0,1036.0593£¬531.4918,79.5£¬32.042,-90.8562£¬-12.230896,48
1.0,871.2278£¬679.4786,70.5£¬6.062,23.71875£¬-16.695374,48
1.0,998.53046£¬680.38947,65.5£¬-4.33,54.24115£¬-12.3359375,48
-1.0,1203.6097£¬335.31525,7.0£¬17.32,5.38916£¬-104.8168,48
1.0,852.8055£¬562.5054,34.0£¬96.992,99.96295£¬75.624146,48
1.0,839.15137£¬-6.3245316,11.0£¬1.7319999999999998,93.57672£¬-54.579666,48
1.0,1214.2555£¬357.58862,54.5£¬11.258,199.05682£¬-117.92505,48
1.0,940.8194£¬588.43823,80.5£¬25.114,30.764038£¬-5.067749,48
-1.0,1033.2567£¬457.35217,24.0£¬29.444,-60.660767£¬-96.00305,48
-1.0,495.62555£¬481.74826,74.5£¬9.526,-91.251526£¬-16.576355,48
-1.0,568.0355£¬423.94882,62.5£¬59.754,-44.277527£¬-0.41308594,48
-1.0,1330.1025£¬430.06125,-15.5£¬-0.8659999999999997,28.213257£¬25.847107,48
-1.0,627.7184£¬629.6353,11.5£¬-2.598,-131.63623£¬61.01349,48
1.0,435.84464£¬565.64215,-0.5£¬-7.794,-98.415375£¬-143.1831,48
1.0,672.9025£¬607.234,-40.5£¬37.238,-65.144104£¬37.053772,48
-1.0,315.74457£¬454.30518,30.0£¬17.32,-151.8153£¬-9.715729,48
1.0,1362.1786£¬510.54727,38.5£¬11.258,44.81543£¬29.15445,48
-1.0,324.53003£¬581.1536,40.5£¬16.454,-177.10434£¬-151.04999,48
-1.0,755.1931£¬339.14374,-3.0£¬5.196000000000001,4.1260986£¬-2.6722412,48
1.0,875.18286£¬538.9844,64.5£¬90.92999999999999,106.70703£¬47.523865,48
-1.0,914.95917£¬576.4099,23.5£¬26.846,-16.745789£¬-51.64557,49
-1.0,754.4491£¬-148.17154,12.5£¬64.95,-2.586731£¬-69.769,49
1.0,1034.8394£¬387.48953,24.5£¬2.598,147.3847£¬113.07236,49
-1.0,83.15385£¬130.95563,-0.5£¬2.598,-12.147911£¬-30.28952,49
1.0,-89.729065£¬-8.795456,-16.5£¬30.310000000000002,-20.088425£¬23.636017,49
1.0,574.3655£¬-166.91464,10.5£¬-28.578,-2.786621£¬-42.638794,49
-1.0,297.32965£¬-147.69986,-3.0£¬10.392,-2.1044006£¬-6.8986816,49
1.0,950.53754£¬384.54962,66.5£¬9.526,57.430176£¬41.865173,49
-1.0,837.6952£¬82.587234,9.5£¬-9.526,-208.20166£¬64.504105,49
1.0,943.34344£¬380.7007,61.5£¬23.382,47.14032£¬44.874237,49
1.0,271.07892£¬269.35785,-2.0£¬20.784,52.3275£¬74.03934,49
-1.0,1125.1133£¬-26.876228,8.5£¬-9.526,-120.80139£¬42.061043,49
-1.0,798.26447£¬-92.27884,-18.5£¬59.754,1.5064697£¬-73.60532,49
-1.0,816.06464£¬-28.015358,15.0£¬19.052,-24.475159£¬-53.022934,49
1.0,845.2756£¬339.8928,20.5£¬18.186,68.54816£¬40.083588,49
1.0,1062.9542£¬169.46098,-1.5£¬23.382,-3.4886475£¬6.9655914,49
-1.0,981.9064£¬442.13004,30.5£¬0.866,-44.476807£¬35.340332,49
1.0,249.4679£¬-15.176537,2.5£¬-16.454,40.16086£¬-67.01828,49
-1.0,717.7973£¬-76.29292,-10.0£¬76.208,12.849182£¬-78.74982,49
1.0,1219.8965£¬318.37326,18.0£¬34.64,27.991821£¬20.754028,49
-1.0,204.4976£¬130.29944,0.0£¬25.98,-0.16670227£¬-0.46246338,49
-1.0,261.5816£¬294.8686,-11.0£¬-10.392,45.281036£¬43.141006,49
1.0,512.4099£¬36.705402,11.0£¬0.0,16.299866£¬-4.4819374,49
1.0,129.51874£¬114.26483,12.5£¬-16.454,-1.2736511£¬-22.955505,49
1.0,153.92705£¬140.55252,-5.0£¬1.7319999999999998,-39.077255£¬-16.20877,49
-1.0,921.0057£¬657.3275,83.5£¬6.062,-68.622925£¬-16.923706,49
-1.0,16.26569£¬223.55794,21.0£¬0.0,-16.703537£¬-8.835678,49
-1.0,931.5222£¬447.35825,59.0£¬83.136,-79.03839£¬-46.793213,49
-1.0,837.76746£¬-150.29529,-11.5£¬59.754,14.600525£¬-101.31362,49
1.0,44.979313£¬247.00493,-2.5£¬2.598,-2.45932£¬60.60405,49
1.0,1321.1189£¬596.93054,89.0£¬-8.66,43.295654£¬-51.465088,49
1.0,389.0794£¬317.47064,21.5£¬0.8659999999999999,34.78595£¬36.150116,49
1.0,386.26343£¬322.22064,21.0£¬13.856,37.923584£¬46.03763,49
-1.0,682.89734£¬112.26542,-9.0£¬3.4639999999999995,27.213318£¬5.2344513,49
1.0,89.52159£¬242.57146,14.5£¬-11.258,142.37004£¬-80.6241,49
1.0,88.04793£¬239.12386,15.5£¬-9.526,26.604744£¬-36.319504,49
-1.0,1099.8£¬637.4469,58.5£¬-28.578,-135.02783£¬-22.430115,49
1.0,74.59418£¬621.6459,10.5£¬-52.826,24.466423£¬-23.528564,49
-1.0,1037.0369£¬319.3365,3.5£¬-9.526,-7.17041£¬25.237427,49
-1.0,199.36186£¬237.72963,-9.5£¬-0.8659999999999997,58.964035£¬32.124405,49
1.0,106.70681£¬690.2365,11.0£¬-12.124,45.82617£¬-15.13031,49
-1.0,202.69345£¬242.73756,-16.0£¬-1.7319999999999993,132.39151£¬-11.898941,49
-1.0,1130.1624£¬423.47903,48.0£¬29.444,-35.106934£¬-53.157837,49
1.0,1097.3727£¬276.70447,8.5£¬6.062,110.6369£¬99.29523,49
1.0,961.45£¬418.75943,45.0£¬15.588000000000001,36.32605£¬39.99472,49
-1.0,713.9021£¬-72.493256,-5.5£¬37.238,13.928406£¬-73.41727,49
1.0,134.66556£¬481.47278,-0.5£¬-0.8659999999999999,-8.181335£¬-65.31787,49
-1.0,1233.5549£¬711.8186,22.0£¬76.208,-37.31494£¬-29.639282,49
-1.0,1022.9243£¬-53.328133,13.0£¬41.568,-20.387573£¬-59.48233,49
1.0,873.10095£¬-15.063335,25.0£¬-19.052,32.18219£¬-33.905655,49
-1.0,441.3925£¬85.15268,1.0£¬0.0,-9.729858£¬1.355423,49
-1.0,1339.0057£¬660.6566,9.5£¬32.042,-23.042114£¬-49.637695,49
1.0,1356.8439£¬552.3289,1.0£¬-57.156,29.766724£¬-30.787292,49
1.0,1077.9418£¬428.2006,65.5£¬2.598,72.31128£¬64.31619,49
-1.0,1051.7668£¬509.86383,43.0£¬5.196,-45.147095£¬31.49408,49
1.0,1118.5111£¬572.937,56.0£¬-145.48799999999997,43.34424£¬-136.38647,49
1.0,467.9285£¬96.62025,11.0£¬6.928,12.869598£¬-1.7061615,49
-1.0,1293.7064£¬716.67035,1.5£¬40.702000000000005,0.6936035£¬-19.427917,49
-1.0,-27.628983£¬339.4485,1.5£¬-0.866,-7.9596634£¬14.766693,49
-1.0,1173.8347£¬507.4348,23.0£¬53.692,-32.182983£¬-19.818848,49
1.0,700.4029£¬450.8234,104.0£¬22.516000000000002,73.62213£¬97.679535,49
-1.0,141.38617£¬298.9632,-17.5£¬-14.721999999999998,14.773972£¬28.555115,49
-1.0,885.22876£¬611.7768,27.0£¬25.98,-4.1723633£¬-87.52222,49
-1.0,951.38873£¬569.3355,45.5£¬59.754,0.40093994£¬-137.04681,49
1.0,503.75305£¬118.29748,30.0£¬5.196000000000001,69.79114£¬-32.647926,49
-1.0,863.4453£¬623.2885,5.0£¬39.836,2.6519165£¬-122.05066,49
1.0,956.89215£¬640.5059,15.0£¬-22.516000000000002,-9.565308£¬-134.79498,49
1.0,567.48425£¬156.36893,55.5£¬-4.33,66.16275£¬16.770432,49
-1.0,839.1644£¬509.59726,49.0£¬79.672,-21.354492£¬-74.46054,49
1.0,1231.177£¬325.02945,34.0£¬67.548,28.872314£¬14.26413,49
-1.0,923.0537£¬596.5262,28.5£¬44.166,-57.21588£¬-41.052002,49
-1.0,994.991£¬449.59106,88.5£¬19.918,-75.16901£¬-25.179016,49
1.0,541.92285£¬423.03333,34.0£¬53.692,56.190277£¬78.2009,49
1.0,1380.3092£¬539.8062,-0.5£¬-26.846,5.2193604£¬-55.22174,49
-1.0,427.37546£¬539.1996,16.0£¬20.784,-87.93649£¬-53.52002,49
-1.0,658.8076£¬585.1816,21.5£¬33.774,-13.458008£¬-44.291992,49
1.0,10.800961£¬513.99054,39.0£¬-1.732,42.86446£¬31.250702,49
1.0,333.85822£¬543.6033,-3.0£¬-27.712,-58.432526£¬-106.37146,49
1.0,818.13776£¬488.59256,66.5£¬77.074,7.415039£¬16.516876,49
1.0,873.68066£¬-74.31323,-26.0£¬36.372,-35.052063£¬10.770248,50
1.0,740.5677£¬-144.34534,-1.0£¬-19.052,-13.561951£¬-36.496353,50
-1.0,1070.4774£¬412.09363,-10.5£¬-45.898,-86.43591£¬161.99782,50
-1.0,472.36975£¬294.61157,6.5£¬-58.022,0.92678833£¬37.74231,50
-1.0,876.41736£¬152.92906,-17.0£¬-27.712,18.13861£¬88.22629,50
-1.0,1097.5293£¬434.73486,5.5£¬-56.29,4.5823975£¬57.192688,50
1.0,810.1164£¬-55.282173,-38.0£¬-6.928000000000001,-24.043762£¬-33.832886,50
1.0,887.0679£¬470.68085,17.5£¬38.97,56.83618£¬130.374,50
-1.0,1061.6409£¬303.92618,-2.0£¬-46.764,0.30273438£¬134.81462,50
1.0,1174.9772£¬456.9448,16.0£¬6.928,44.208496£¬70.08893,50
-1.0,1003.2413£¬400.5809,1.5£¬-33.774,43.29126£¬90.16272,50
-1.0,469.73074£¬102.08226,18.5£¬-2.598,-19.479889£¬21.623886,50
1.0,129.7518£¬132.19682,-21.0£¬-15.588000000000001,-75.70973£¬8.554153,50
1.0,42.72491£¬129.95004,-6.5£¬-4.33,-89.10332£¬0.37399292,50
-1.0,933.62585£¬479.7403,63.5£¬44.166,-31.26416£¬-143.13245,50
-1.0,1057.5262£¬581.74396,21.0£¬-24.248,10.625366£¬175.81891,50
-1.0,830.97076£¬-152.05316,5.0£¬20.784,-5.8115845£¬-36.197174,50
-1.0,1284.807£¬634.02295,33.0£¬-69.28,-5.190796£¬2.5075684,50
-1.0,683.1992£¬163.78207,6.0£¬-29.444,21.779968£¬57.67559,50
-1.0,991.7049£¬389.8546,16.0£¬-12.124,-29.907227£¬85.54004,50
1.0,162.66916£¬260.64664,-28.0£¬-17.32,-20.337204£¬-20.67987,50
-1.0,1003.59247£¬395.10965,-2.0£¬-24.248,-42.776306£¬77.7608,50
1.0,1187.8025£¬484.94754,28.5£¬16.454,54.74536£¬-14.585144,50
1.0,950.3132£¬472.089,33.5£¬28.578,31.996582£¬65.836365,50
1.0,1127.9376£¬383.55585,25.5£¬-12.99,70.24292£¬-114.99655,50
-1.0,960.6137£¬-59.093964,-2.5£¬-37.238,-1.7507324£¬7.956192,50
1.0,1018.8466£¬-67.66211,-3.5£¬-32.042,-3.4259644£¬-9.747871,50
-1.0,462.5804£¬111.46602,13.5£¬-7.794,-23.141693£¬24.253357,50
1.0,1333.3163£¬502.94772,34.0£¬-43.3,1.810669£¬-54.665253,50
-1.0,876.9813£¬170.33131,-15.0£¬-27.712,7.244507£¬72.6998,50
1.0,1051.2362£¬500.11673,61.0£¬0.0,57.966187£¬-32.95883,50
-1.0,899.12115£¬277.6766,8.0£¬-25.98,0.016357422£¬131.52509,50
-1.0,1063.7272£¬429.03345,4.0£¬-34.64,14.592285£¬33.676727,50
-1.0,467.07764£¬119.77291,26.5£¬-12.99,-41.627136£¬22.034943,50
-1.0,1250.5798£¬732.48334,7.0£¬-22.516,-32.526245£¬19.43634,50
-1.0,1046.4889£¬489.86343,48.0£¬-1.7319999999999998,-51.8938£¬-31.00473,50
-1.0,-131.18582£¬329.21344,40.0£¬-10.392,-90.31689£¬-30.161896,50
-1.0,844.162£¬237.4481,-25.0£¬-46.764,17.136597£¬118.95116,50
1.0,1095.4849£¬331.3195,-15.5£¬-56.29,-73.448975£¬-182.53543,50
1.0,151.91386£¬251.38354,-16.5£¬-23.382,-27.34227£¬-23.198853,50
1.0,1160.7847£¬160.91736,5.0£¬-36.372,-119.00183£¬-234.36035,50
-1.0,480.63788£¬89.668175,3.5£¬-0.866,-14.011658£¬11.918358,50
-1.0,464.8424£¬158.48785,28.5£¬-45.898,-63.930115£¬35.087166,50
1.0,690.31885£¬426.5938,-34.5£¬-18.186,-180.90894£¬-252.88477,50
-1.0,1185.8998£¬426.17184,7.5£¬-16.454,-17.70996£¬90.8566,50
-1.0,586.17267£¬206.0248,10.5£¬-70.146,6.6676636£¬63.43434,50
1.0,1055.1097£¬461.30777,30.5£¬-14.722,202.30426£¬-101.1976,50
-1.0,1208.4874£¬459.3748,-12.0£¬-22.516,-5.7680664£¬101.78616,50
-1.0,709.5556£¬404.7987,22.5£¬16.454,-231.2638£¬-183.63953,50
-1.0,930.76276£¬443.60056,33.5£¬30.310000000000002,-102.49396£¬-13.751617,50
1.0,611.68695£¬481.9346,84.5£¬-4.33,116.0614£¬0.18634033,50
-1.0,821.5563£¬431.98892,14.0£¬1.732,-151.19006£¬-146.96396,50
1.0,1169.8625£¬328.02106,-9.0£¬-15.588000000000001,-160.23999£¬-102.04019,50
1.0,1357.4188£¬464.01334,3.5£¬-2.598,33.454712£¬-79.71866,50
1.0,965.78644£¬544.66815,25.5£¬-4.33,122.68176£¬88.21188,50
-1.0,848.2093£¬555.5558,-13.5£¬-9.526,87.44556£¬184.71057,50
1.0,545.3653£¬508.09482,35.0£¬1.7319999999999998,109.52066£¬-57.547333,50
-1.0,424.3217£¬626.7894,-13.0£¬-32.908,18.03949£¬9.7453,50
1.0,399.18463£¬429.33487,63.5£¬12.99,83.44006£¬-24.970306,50
1.0,1358.5614£¬507.35226,-26.0£¬-98.724,-3.6171875£¬-3.1950073,50
1.0,887.9116£¬487.14883,24.5£¬30.31,125.25287£¬112.53827,50
-1.0,752.31£¬522.5028,2.0£¬-10.392,27.084595£¬163.19028,50
-1.0,446.40567£¬126.482475,16.0£¬-29.444,-57.759552£¬37.8696,50
